"","D.Item.AOM","D.Item.Root.Comp.Proc_Major_low","D.Item","B.Code","A.Level.Name","Time","D.Type","D.Item.Group","D.Source","D.Process.Mech","D.Process.Chem","D.Process.Bio","D.Process.Therm","D.Process.Dehy","D.Process.Other","D.Amount","D.Unit.Amount","D.Unit.Time","D.Unit.Animals","DC.Is.Dry","D.Ad.lib","D.Day.Start","D.Day.End","D.Notes","row_index","D.ItemxProcess","D.ItemxProcess_original","is_entire_diet","is_group","D.Item.Proc_Major","D.Item.Proc_All","D.Item.Root.Comp.Proc_Major","D.Item.Root.Other.Comp.Proc_All","D.Item.Root.Comp","D.Item.Comp","AOM.Terms","AOM.Scientific.Name","D.Item.Is.Tree"
"7720","AOM_000571","maize offal","Maize Offal","JO1051","Feed D","99999","Crop Byproduct",NA,NA,NA,NA,NA,NA,NA,NA,62.5,"g","day","individual",NA,NA,NA,NA,NA,13,"Maize Offal","Maize Offal",FALSE,FALSE,"","","Maize Offal","Maize Offal","Maize Offal","Offal","Crop Byproduct/Cereal ByProducts/Maize/Maize Offal","Zea mays",FALSE
"7721","AOM_000602","cowpea husk","Cowpea Husk","JO1051","Feed D","99999","Crop Byproduct",NA,"Purchased",NA,NA,NA,NA,NA,NA,187.5,"g","day","individual",NA,NA,NA,NA,NA,14,"Cowpea Husk","Cowpea Husk",FALSE,FALSE,"","","Cowpea Husk","Cowpea Husk","Cowpea Husk","Husk","Crop Byproduct/Legume ByProducts/Cowpea/Cowpea Husk","Vigna unguiculata",FALSE
"7722","AOM_001922","water","Water","JO1051","Feed D","99999","Other Ingredients","Base",NA,NA,NA,NA,NA,NA,NA,NA,"ad libitum",NA,NA,NA,"Yes",NA,NA,"unspecified",1,"Water","Water",FALSE,FALSE,"","","Water","Water","Water",NA,"Other Ingredients/Water",NA,FALSE
"7723","AOM_003083","gmelina arborea leaves","Gmelina arborea Leaves","JO1051","Feed D","99999","Forage Plants","Base",NA,NA,NA,NA,NA,NA,NA,NA,"ad libitum",NA,NA,NA,"Yes",NA,NA,"unspecified",2,"Gmelina arborea Leaves","Gmelina arborea Leaves",FALSE,FALSE,"","","Gmelina arborea Leaves","Gmelina arborea Leaves","Gmelina arborea Leaves","Leaves","Forage Plants/Forage Trees/Gmelina arborea/Gmelina arborea Leaves","Gmelina arborea",TRUE
"7724","AOM_000764","mineral block","Mineral Block","JO1051","Feed D","99999","Supplement","Base",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"unspecified",3,"Mineral Block","Mineral Block",FALSE,FALSE,"","","Mineral Block","Mineral Block","Mineral Block","Block","Supplement/Mineral/Mineral Block",NA,FALSE
"7725","AOM_000610","soybean cake","Soybean Cake","JO1051","Feed D","99999","Crop Byproduct","Base",NA,NA,NA,NA,NA,NA,NA,113.2,"g","day","individual",NA,NA,NA,NA,NA,4,"Soybean Cake","Soybean Cake",FALSE,FALSE,"","","Soybean Cake","Soybean Cake","Soybean Cake","Cake","Crop Byproduct/Legume ByProducts/Soybean/Soybean Cake","Glycine max",FALSE
"7726","AOM_000538","bone ash","Bone Ash","JO1051","Feed D","99999","Animal Byproduct","Base",NA,NA,NA,NA,NA,NA,NA,9.8,"g","day","individual",NA,NA,NA,NA,NA,5,"Bone Ash","Bone Ash",FALSE,FALSE,"","","Bone Ash","Bone Ash","Bone Ash","Ash","Animal Byproduct/Bone/Bone Ash",NA,FALSE
"7727","AOM_000772","salt","Salt","JO1051","Feed D","99999","Other Ingredients","Base",NA,NA,NA,NA,NA,NA,NA,4.9,"g","day","individual",NA,NA,NA,NA,NA,6,"Salt","Salt",FALSE,FALSE,"","","Salt","Salt","Salt",NA,"Other Ingredients/Mineral/Salt",NA,FALSE
"7728","AOM_006148","orange peels fermented","Orange Peels","JO1051","Feed D","99999","Crop Byproduct","Base",NA,NA,NA,"Fermented",NA,NA,NA,122.2,"g","day","individual",NA,NA,NA,NA,NA,7,"Orange Peels||Fermentation","Orange Peels||Fermentation",FALSE,FALSE,"Fermented","Fermented","Orange Peels Fermented","Orange Peels Fermented","Orange Peels","Peels","Crop Byproduct/Fruit ByProducts/Orange/Orange Peels/Orange Peels Fermented","Citrus sinensis",FALSE
"7729","AOM_001922","water","Water","JO1051","Feed D","99999","Other Ingredients","Base",NA,NA,NA,NA,NA,NA,NA,NA,"ad libitum",NA,NA,NA,"Yes",NA,NA,"unspecified",1,"Water","Water",FALSE,FALSE,"","","Water","Water","Water",NA,"Other Ingredients/Water",NA,FALSE
"7730","AOM_003083","gmelina arborea leaves","Gmelina arborea Leaves","JO1051","Feed D","99999","Forage Plants","Base",NA,NA,NA,NA,NA,NA,NA,NA,"ad libitum",NA,NA,NA,"Yes",NA,NA,"unspecified",2,"Gmelina arborea Leaves","Gmelina arborea Leaves",FALSE,FALSE,"","","Gmelina arborea Leaves","Gmelina arborea Leaves","Gmelina arborea Leaves","Leaves","Forage Plants/Forage Trees/Gmelina arborea/Gmelina arborea Leaves","Gmelina arborea",TRUE
"7731","AOM_000764","mineral block","Mineral Block","JO1051","Feed D","99999","Supplement","Base",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"unspecified",3,"Mineral Block","Mineral Block",FALSE,FALSE,"","","Mineral Block","Mineral Block","Mineral Block","Block","Supplement/Mineral/Mineral Block",NA,FALSE
"7732","AOM_000610","soybean cake","Soybean Cake","JO1051","Feed D","99999","Crop Byproduct","Base",NA,NA,NA,NA,NA,NA,NA,113.2,"g","day","individual",NA,NA,NA,NA,NA,4,"Soybean Cake","Soybean Cake",FALSE,FALSE,"","","Soybean Cake","Soybean Cake","Soybean Cake","Cake","Crop Byproduct/Legume ByProducts/Soybean/Soybean Cake","Glycine max",FALSE
"7733","AOM_000538","bone ash","Bone Ash","JO1051","Feed D","99999","Animal Byproduct","Base",NA,NA,NA,NA,NA,NA,NA,9.8,"g","day","individual",NA,NA,NA,NA,NA,5,"Bone Ash","Bone Ash",FALSE,FALSE,"","","Bone Ash","Bone Ash","Bone Ash","Ash","Animal Byproduct/Bone/Bone Ash",NA,FALSE
"7734","AOM_000772","salt","Salt","JO1051","Feed D","99999","Other Ingredients","Base",NA,NA,NA,NA,NA,NA,NA,4.9,"g","day","individual",NA,NA,NA,NA,NA,6,"Salt","Salt",FALSE,FALSE,"","","Salt","Salt","Salt",NA,"Other Ingredients/Mineral/Salt",NA,FALSE
"7735","AOM_006148","orange peels fermented","Orange Peels","JO1051","Feed D","99999","Crop Byproduct","Base",NA,NA,NA,"Fermented",NA,NA,NA,122.2,"g","day","individual",NA,NA,NA,NA,NA,7,"Orange Peels||Fermentation","Orange Peels||Fermentation",FALSE,FALSE,"Fermented","Fermented","Orange Peels Fermented","Orange Peels Fermented","Orange Peels","Peels","Crop Byproduct/Fruit ByProducts/Orange/Orange Peels/Orange Peels Fermented","Citrus sinensis",FALSE
"7736","AOM_001922","water","Water","JO1051","Feed D","99999","Other Ingredients","Base",NA,NA,NA,NA,NA,NA,NA,NA,"ad libitum",NA,NA,NA,"Yes",NA,NA,"unspecified",1,"Water","Water",FALSE,FALSE,"","","Water","Water","Water",NA,"Other Ingredients/Water",NA,FALSE
"7737","AOM_003083","gmelina arborea leaves","Gmelina arborea Leaves","JO1051","Feed D","99999","Forage Plants","Base",NA,NA,NA,NA,NA,NA,NA,NA,"ad libitum",NA,NA,NA,"Yes",NA,NA,"unspecified",2,"Gmelina arborea Leaves","Gmelina arborea Leaves",FALSE,FALSE,"","","Gmelina arborea Leaves","Gmelina arborea Leaves","Gmelina arborea Leaves","Leaves","Forage Plants/Forage Trees/Gmelina arborea/Gmelina arborea Leaves","Gmelina arborea",TRUE
"7738","AOM_000764","mineral block","Mineral Block","JO1051","Feed D","99999","Supplement","Base",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"unspecified",3,"Mineral Block","Mineral Block",FALSE,FALSE,"","","Mineral Block","Mineral Block","Mineral Block","Block","Supplement/Mineral/Mineral Block",NA,FALSE
"7739","AOM_000610","soybean cake","Soybean Cake","JO1051","Feed D","99999","Crop Byproduct","Base",NA,NA,NA,NA,NA,NA,NA,113.2,"g","day","individual",NA,NA,NA,NA,NA,4,"Soybean Cake","Soybean Cake",FALSE,FALSE,"","","Soybean Cake","Soybean Cake","Soybean Cake","Cake","Crop Byproduct/Legume ByProducts/Soybean/Soybean Cake","Glycine max",FALSE
"7740","AOM_000538","bone ash","Bone Ash","JO1051","Feed D","99999","Animal Byproduct","Base",NA,NA,NA,NA,NA,NA,NA,9.8,"g","day","individual",NA,NA,NA,NA,NA,5,"Bone Ash","Bone Ash",FALSE,FALSE,"","","Bone Ash","Bone Ash","Bone Ash","Ash","Animal Byproduct/Bone/Bone Ash",NA,FALSE
"7741","AOM_000772","salt","Salt","JO1051","Feed D","99999","Other Ingredients","Base",NA,NA,NA,NA,NA,NA,NA,4.9,"g","day","individual",NA,NA,NA,NA,NA,6,"Salt","Salt",FALSE,FALSE,"","","Salt","Salt","Salt",NA,"Other Ingredients/Mineral/Salt",NA,FALSE
"7742","AOM_006148","orange peels fermented","Orange Peels","JO1051","Feed D","99999","Crop Byproduct","Base",NA,NA,NA,"Fermented",NA,NA,NA,122.2,"g","day","individual",NA,NA,NA,NA,NA,7,"Orange Peels||Fermentation","Orange Peels||Fermentation",FALSE,FALSE,"Fermented","Fermented","Orange Peels Fermented","Orange Peels Fermented","Orange Peels","Peels","Crop Byproduct/Fruit ByProducts/Orange/Orange Peels/Orange Peels Fermented","Citrus sinensis",FALSE
"7743","AOM_001922","water","Water","JO1051","Feed D","99999","Other Ingredients","Base",NA,NA,NA,NA,NA,NA,NA,NA,"ad libitum",NA,NA,NA,"Yes",NA,NA,"unspecified",1,"Water","Water",FALSE,FALSE,"","","Water","Water","Water",NA,"Other Ingredients/Water",NA,FALSE
"7744","AOM_003083","gmelina arborea leaves","Gmelina arborea Leaves","JO1051","Feed D","99999","Forage Plants","Base",NA,NA,NA,NA,NA,NA,NA,NA,"ad libitum",NA,NA,NA,"Yes",NA,NA,"unspecified",2,"Gmelina arborea Leaves","Gmelina arborea Leaves",FALSE,FALSE,"","","Gmelina arborea Leaves","Gmelina arborea Leaves","Gmelina arborea Leaves","Leaves","Forage Plants/Forage Trees/Gmelina arborea/Gmelina arborea Leaves","Gmelina arborea",TRUE
"7745","AOM_000764","mineral block","Mineral Block","JO1051","Feed D","99999","Supplement","Base",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"unspecified",3,"Mineral Block","Mineral Block",FALSE,FALSE,"","","Mineral Block","Mineral Block","Mineral Block","Block","Supplement/Mineral/Mineral Block",NA,FALSE
"7746","AOM_000610","soybean cake","Soybean Cake","JO1051","Feed D","99999","Crop Byproduct","Base",NA,NA,NA,NA,NA,NA,NA,113.2,"g","day","individual",NA,NA,NA,NA,NA,4,"Soybean Cake","Soybean Cake",FALSE,FALSE,"","","Soybean Cake","Soybean Cake","Soybean Cake","Cake","Crop Byproduct/Legume ByProducts/Soybean/Soybean Cake","Glycine max",FALSE
"7747","AOM_000538","bone ash","Bone Ash","JO1051","Feed D","99999","Animal Byproduct","Base",NA,NA,NA,NA,NA,NA,NA,9.8,"g","day","individual",NA,NA,NA,NA,NA,5,"Bone Ash","Bone Ash",FALSE,FALSE,"","","Bone Ash","Bone Ash","Bone Ash","Ash","Animal Byproduct/Bone/Bone Ash",NA,FALSE
"7748","AOM_000772","salt","Salt","JO1051","Feed D","99999","Other Ingredients","Base",NA,NA,NA,NA,NA,NA,NA,4.9,"g","day","individual",NA,NA,NA,NA,NA,6,"Salt","Salt",FALSE,FALSE,"","","Salt","Salt","Salt",NA,"Other Ingredients/Mineral/Salt",NA,FALSE
"7749","AOM_006148","orange peels fermented","Orange Peels","JO1051","Feed D","99999","Crop Byproduct","Base",NA,NA,NA,"Fermented",NA,NA,NA,122.2,"g","day","individual",NA,NA,NA,NA,NA,7,"Orange Peels||Fermentation","Orange Peels||Fermentation",FALSE,FALSE,"Fermented","Fermented","Orange Peels Fermented","Orange Peels Fermented","Orange Peels","Peels","Crop Byproduct/Fruit ByProducts/Orange/Orange Peels/Orange Peels Fermented","Citrus sinensis",FALSE
"7750","AOM_001202","barley","Barley","JO1052","Soybean Meal","99999","Crop Product",NA,NA,NA,NA,NA,NA,NA,NA,10,"%","day","individual",NA,NA,NA,NA,NA,4,"Barley","Barley",FALSE,FALSE,"","","Barley","Barley","Barley",NA,"Crop Product/Cereal Products/Barley","Hordeum vulgare",FALSE
"7751","AOM_000585","wheat bran","Wheat Bran","JO1052","Soybean Meal","99999","Crop Byproduct",NA,NA,NA,NA,NA,NA,NA,NA,25,"%","day","individual",NA,NA,NA,NA,NA,5,"Wheat Bran","Wheat Bran",FALSE,FALSE,"","","Wheat Bran","Wheat Bran","Wheat Bran","Bran","Crop Byproduct/Cereal ByProducts/Wheat/Wheat Bran","Triticum aestivum",FALSE
"7752","AOM_000648","maize","Maize","JO1052","Soybean Meal","99999","Crop Product",NA,NA,NA,NA,NA,NA,NA,NA,43.3,"%","day","individual",NA,NA,NA,NA,NA,6,"Maize","Maize",FALSE,FALSE,"","","Maize","Maize","Maize",NA,"Crop Product/Cereal Products/Maize","Zea mays",FALSE
"7753","AOM_000610","soybean cake","Soybean Cake","JO1052","Soybean Meal","99999","Crop Byproduct",NA,NA,NA,NA,NA,NA,NA,NA,17.7,"%","day","individual",NA,NA,NA,NA,NA,7,"Soybean Cake","Soybean Cake",FALSE,FALSE,"","","Soybean Cake","Soybean Cake","Soybean Cake","Cake","Crop Byproduct/Legume ByProducts/Soybean/Soybean Cake","Glycine max",FALSE
"7754","AOM_001319","wheat","Triticum aestivum","JO1052","Faba Bean","99999","Crop Product",NA,NA,NA,NA,NA,NA,NA,NA,72,"%","day","individual",NA,NA,NA,NA,NA,8,"Triticum aestivum","Triticum aestivum",FALSE,FALSE,"","","Wheat","Wheat","Wheat",NA,"Crop Product/Cereal Products/Wheat","Triticum aestivum",FALSE
"7755","AOM_002228","fava bean","Vicia faba","JO1052","Faba Bean","99999","Crop Product",NA,NA,NA,NA,NA,NA,NA,NA,24,"%","day","individual",NA,NA,NA,NA,NA,9,"Vicia faba","Vicia faba",FALSE,FALSE,"","","Fava Bean","Fava Bean","Fava Bean",NA,"Crop Product/Legume Products/Fava Bean","Vicia faba",FALSE
"7756","AOM_001319","wheat","Triticum aestivum","JO1052","Field Pea","99999","Crop Product",NA,NA,NA,NA,NA,NA,NA,NA,70,"%","day","individual",NA,NA,NA,NA,NA,10,"Triticum aestivum","Triticum aestivum",FALSE,FALSE,"","","Wheat","Wheat","Wheat",NA,"Crop Product/Cereal Products/Wheat","Triticum aestivum",FALSE
"7757","AOM_002226","pea","Pisum sativum","JO1052","Field Pea","99999","Crop Product",NA,NA,NA,NA,NA,NA,NA,NA,26,"%","day","individual",NA,NA,NA,NA,NA,11,"Pisum sativum","Pisum sativum",FALSE,FALSE,"","","Pea","Pea","Pea",NA,"Crop Product/Legume Products/Pea","Pisum sativum",FALSE
"7758","AOM_001922","water","Water","JO1052","Field Pea","99999","Other Ingredients","Base",NA,NA,NA,NA,NA,NA,NA,NA,"ad libitum",NA,NA,NA,NA,NA,NA,"Unspecified",1,"Water","Water",FALSE,FALSE,"","","Water","Water","Water",NA,"Other Ingredients/Water",NA,FALSE
"7759","AOM_001895","oat","Oat","JO1052","Field Pea","99999","Crop Product","Base",NA,NA,NA,NA,NA,NA,NA,1.8,"g","day","individual",NA,NA,NA,NA,NA,2,"Oat","Oat",FALSE,FALSE,"","","Oat","Oat","Oat",NA,"Crop Product/Cereal Products/Oat","Avena sativa",FALSE
"7760","AOM_000794","minerals and vitamins mix","Minerals and Vitamins Premix","JO1052","Field Pea","99999","Supplement","Base",NA,NA,NA,NA,NA,NA,NA,4,"%","day","individual",NA,NA,NA,NA,NA,3,"Minerals and Vitamins Premix","Minerals and Vitamins Premix",FALSE,FALSE,"","","Minerals and Vitamins Mix","Minerals and Vitamins Mix","Minerals and Vitamins Mix","Mix","Supplement/Mixture/Minerals and Vitamins Mix",NA,FALSE
"7761","AOM_001922","water","Water","JO1052","Field Pea","99999","Other Ingredients","Base",NA,NA,NA,NA,NA,NA,NA,NA,"ad libitum",NA,NA,NA,NA,NA,NA,"Unspecified",1,"Water","Water",FALSE,FALSE,"","","Water","Water","Water",NA,"Other Ingredients/Water",NA,FALSE
"7762","AOM_001895","oat","Oat","JO1052","Field Pea","99999","Crop Product","Base",NA,NA,NA,NA,NA,NA,NA,1.8,"g","day","individual",NA,NA,NA,NA,NA,2,"Oat","Oat",FALSE,FALSE,"","","Oat","Oat","Oat",NA,"Crop Product/Cereal Products/Oat","Avena sativa",FALSE
"7763","AOM_000794","minerals and vitamins mix","Minerals and Vitamins Premix","JO1052","Field Pea","99999","Supplement","Base",NA,NA,NA,NA,NA,NA,NA,4,"%","day","individual",NA,NA,NA,NA,NA,3,"Minerals and Vitamins Premix","Minerals and Vitamins Premix",FALSE,FALSE,"","","Minerals and Vitamins Mix","Minerals and Vitamins Mix","Minerals and Vitamins Mix","Mix","Supplement/Mixture/Minerals and Vitamins Mix",NA,FALSE
"7764","AOM_001922","water","Water","JO1052","Field Pea","99999","Other Ingredients","Base",NA,NA,NA,NA,NA,NA,NA,NA,"ad libitum",NA,NA,NA,NA,NA,NA,"Unspecified",1,"Water","Water",FALSE,FALSE,"","","Water","Water","Water",NA,"Other Ingredients/Water",NA,FALSE
"7765","AOM_001895","oat","Oat","JO1052","Field Pea","99999","Crop Product","Base",NA,NA,NA,NA,NA,NA,NA,1.8,"g","day","individual",NA,NA,NA,NA,NA,2,"Oat","Oat",FALSE,FALSE,"","","Oat","Oat","Oat",NA,"Crop Product/Cereal Products/Oat","Avena sativa",FALSE
"7766","AOM_000794","minerals and vitamins mix","Minerals and Vitamins Premix","JO1052","Field Pea","99999","Supplement","Base",NA,NA,NA,NA,NA,NA,NA,4,"%","day","individual",NA,NA,NA,NA,NA,3,"Minerals and Vitamins Premix","Minerals and Vitamins Premix",FALSE,FALSE,"","","Minerals and Vitamins Mix","Minerals and Vitamins Mix","Minerals and Vitamins Mix","Mix","Supplement/Mixture/Minerals and Vitamins Mix",NA,FALSE
"7767","AOM_001629","pigeon pea leaves dried","Cajanus cajan Leaves","JO1053","T1 TF WB PP25 NSC75","2018","Crop Byproduct",NA,"On-farm",NA,NA,NA,NA,"Dried",NA,25,"%","day","individual","Yes",NA,NA,NA,NA,4,"Cajanus cajan Leaves||Drying","Cajanus cajan Leaves||Drying",FALSE,FALSE,"Dried","Dried","Pigeon Pea Leaves Dried","Pigeon Pea Leaves Dried","Pigeon Pea Leaves","Leaves","Crop Byproduct/Legume ByProducts/Pigeon Pea/Pigeon Pea Leaves/Pigeon Pea Leaves Dried","Cajanus cajan",FALSE
"7768","AOM_002000","noug seed cake","Noug Cake","JO1053","T1 TF WB PP25 NSC75","2018","Crop Byproduct",NA,"Purchased",NA,NA,NA,NA,NA,NA,75,"%","day","individual","Yes",NA,NA,NA,NA,5,"Noug Cake","Noug Cake",FALSE,FALSE,"","","Noug Seed Cake","Noug Seed Cake","Noug Seed Cake","Seed Cake","Crop Byproduct/Oil Plant ByProducts/Noug/Noug Seed Cake","Guizotia abyssinica",FALSE
"7769","AOM_001629","pigeon pea leaves dried","Cajanus cajan Leaves","JO1053","T2 TF WB PP50 NSC50","2018","Crop Byproduct",NA,"On-farm",NA,NA,NA,NA,"Dried",NA,50,"%","day","individual","Yes",NA,NA,NA,NA,6,"Cajanus cajan Leaves||Drying","Cajanus cajan Leaves||Drying",FALSE,FALSE,"Dried","Dried","Pigeon Pea Leaves Dried","Pigeon Pea Leaves Dried","Pigeon Pea Leaves","Leaves","Crop Byproduct/Legume ByProducts/Pigeon Pea/Pigeon Pea Leaves/Pigeon Pea Leaves Dried","Cajanus cajan",FALSE
"7770","AOM_002000","noug seed cake","Noug Cake","JO1053","T2 TF WB PP50 NSC50","2018","Crop Byproduct",NA,"Purchased",NA,NA,NA,NA,NA,NA,50,"%","day","individual","Yes",NA,NA,NA,NA,7,"Noug Cake","Noug Cake",FALSE,FALSE,"","","Noug Seed Cake","Noug Seed Cake","Noug Seed Cake","Seed Cake","Crop Byproduct/Oil Plant ByProducts/Noug/Noug Seed Cake","Guizotia abyssinica",FALSE
"7771","AOM_001629","pigeon pea leaves dried","Cajanus cajan Leaves","JO1053","T3 TF WB PP75 NSC25","2018","Crop Byproduct",NA,"On-farm",NA,NA,NA,NA,"Dried",NA,75,"%","day","individual","Yes",NA,NA,NA,NA,8,"Cajanus cajan Leaves||Drying","Cajanus cajan Leaves||Drying",FALSE,FALSE,"Dried","Dried","Pigeon Pea Leaves Dried","Pigeon Pea Leaves Dried","Pigeon Pea Leaves","Leaves","Crop Byproduct/Legume ByProducts/Pigeon Pea/Pigeon Pea Leaves/Pigeon Pea Leaves Dried","Cajanus cajan",FALSE
"7772","AOM_002000","noug seed cake","Noug Cake","JO1053","T3 TF WB PP75 NSC25","2018","Crop Byproduct",NA,"Purchased",NA,NA,NA,NA,NA,NA,25,"%","day","individual","Yes",NA,NA,NA,NA,9,"Noug Cake","Noug Cake",FALSE,FALSE,"","","Noug Seed Cake","Noug Seed Cake","Noug Seed Cake","Seed Cake","Crop Byproduct/Oil Plant ByProducts/Noug/Noug Seed Cake","Guizotia abyssinica",FALSE
"7773","AOM_001629","pigeon pea leaves dried","Cajanus cajan Leaves","JO1053","T4 TF WB PP100","2018","Crop Byproduct",NA,"On-farm",NA,NA,NA,NA,"Dried",NA,100,"%","day","individual","Yes",NA,NA,NA,NA,10,"Cajanus cajan Leaves||Drying","Cajanus cajan Leaves||Drying",FALSE,FALSE,"Dried","Dried","Pigeon Pea Leaves Dried","Pigeon Pea Leaves Dried","Pigeon Pea Leaves","Leaves","Crop Byproduct/Legume ByProducts/Pigeon Pea/Pigeon Pea Leaves/Pigeon Pea Leaves Dried","Cajanus cajan",FALSE
"7774","AOM_002000","noug seed cake","Noug Cake","JO1053","T5 TF WB NSC100","2018","Crop Byproduct",NA,"Purchased",NA,NA,NA,NA,NA,NA,100,"%","day","individual","Yes",NA,NA,NA,NA,11,"Noug Cake","Noug Cake",FALSE,FALSE,"","","Noug Seed Cake","Noug Seed Cake","Noug Seed Cake","Seed Cake","Crop Byproduct/Oil Plant ByProducts/Noug/Noug Seed Cake","Guizotia abyssinica",FALSE
"7775","AOM_001922","water","Water","JO1053","T5 TF WB NSC100","2018","Other Ingredients","Base",NA,NA,NA,NA,NA,NA,NA,NA,NA,"day","individual",NA,NA,NA,NA,"given twice in a day, Unspecified amount",1,"Water","Water",FALSE,FALSE,"","","Water","Water","Water",NA,"Other Ingredients/Water",NA,FALSE
"7776","AOM_006199","teff","Eragrostis tef","JO1053","T5 TF WB NSC100","2018","Crop Product","Base",NA,NA,NA,NA,NA,NA,NA,NA,"ad libitum",NA,NA,"Yes","Yes",NA,NA,"Unspecified amount",2,"Eragrostis tef","Eragrostis tef",FALSE,FALSE,"","","Teff","Teff","Teff",NA,"Crop Byproduct/Cereal ByProducts/Teff",NA,FALSE
"7777","AOM_000585","wheat bran","Wheat Bran","JO1053","T5 TF WB NSC100","2018","Crop Byproduct","Base","Purchased",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Yes",NA,NA,NA,"Unspecified amount",3,"Wheat Bran","Wheat Bran",FALSE,FALSE,"","","Wheat Bran","Wheat Bran","Wheat Bran","Bran","Crop Byproduct/Cereal ByProducts/Wheat/Wheat Bran","Triticum aestivum",FALSE
"7778","AOM_001922","water","Water","JO1053","T5 TF WB NSC100","2018","Other Ingredients","Base",NA,NA,NA,NA,NA,NA,NA,NA,NA,"day","individual",NA,NA,NA,NA,"given twice in a day, Unspecified amount",1,"Water","Water",FALSE,FALSE,"","","Water","Water","Water",NA,"Other Ingredients/Water",NA,FALSE
"7779","AOM_006199","teff","Eragrostis tef","JO1053","T5 TF WB NSC100","2018","Crop Product","Base",NA,NA,NA,NA,NA,NA,NA,NA,"ad libitum",NA,NA,"Yes","Yes",NA,NA,"Unspecified amount",2,"Eragrostis tef","Eragrostis tef",FALSE,FALSE,"","","Teff","Teff","Teff",NA,"Crop Byproduct/Cereal ByProducts/Teff",NA,FALSE
"7780","AOM_000585","wheat bran","Wheat Bran","JO1053","T5 TF WB NSC100","2018","Crop Byproduct","Base","Purchased",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Yes",NA,NA,NA,"Unspecified amount",3,"Wheat Bran","Wheat Bran",FALSE,FALSE,"","","Wheat Bran","Wheat Bran","Wheat Bran","Bran","Crop Byproduct/Cereal ByProducts/Wheat/Wheat Bran","Triticum aestivum",FALSE
"7781","AOM_001922","water","Water","JO1053","T5 TF WB NSC100","2018","Other Ingredients","Base",NA,NA,NA,NA,NA,NA,NA,NA,NA,"day","individual",NA,NA,NA,NA,"given twice in a day, Unspecified amount",1,"Water","Water",FALSE,FALSE,"","","Water","Water","Water",NA,"Other Ingredients/Water",NA,FALSE
"7782","AOM_006199","teff","Eragrostis tef","JO1053","T5 TF WB NSC100","2018","Crop Product","Base",NA,NA,NA,NA,NA,NA,NA,NA,"ad libitum",NA,NA,"Yes","Yes",NA,NA,"Unspecified amount",2,"Eragrostis tef","Eragrostis tef",FALSE,FALSE,"","","Teff","Teff","Teff",NA,"Crop Byproduct/Cereal ByProducts/Teff",NA,FALSE
"7783","AOM_000585","wheat bran","Wheat Bran","JO1053","T5 TF WB NSC100","2018","Crop Byproduct","Base","Purchased",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Yes",NA,NA,NA,"Unspecified amount",3,"Wheat Bran","Wheat Bran",FALSE,FALSE,"","","Wheat Bran","Wheat Bran","Wheat Bran","Bran","Crop Byproduct/Cereal ByProducts/Wheat/Wheat Bran","Triticum aestivum",FALSE
"7784","AOM_001922","water","Water","JO1053","T5 TF WB NSC100","2018","Other Ingredients","Base",NA,NA,NA,NA,NA,NA,NA,NA,NA,"day","individual",NA,NA,NA,NA,"given twice in a day, Unspecified amount",1,"Water","Water",FALSE,FALSE,"","","Water","Water","Water",NA,"Other Ingredients/Water",NA,FALSE
"7785","AOM_006199","teff","Eragrostis tef","JO1053","T5 TF WB NSC100","2018","Crop Product","Base",NA,NA,NA,NA,NA,NA,NA,NA,"ad libitum",NA,NA,"Yes","Yes",NA,NA,"Unspecified amount",2,"Eragrostis tef","Eragrostis tef",FALSE,FALSE,"","","Teff","Teff","Teff",NA,"Crop Byproduct/Cereal ByProducts/Teff",NA,FALSE
"7786","AOM_000585","wheat bran","Wheat Bran","JO1053","T5 TF WB NSC100","2018","Crop Byproduct","Base","Purchased",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Yes",NA,NA,NA,"Unspecified amount",3,"Wheat Bran","Wheat Bran",FALSE,FALSE,"","","Wheat Bran","Wheat Bran","Wheat Bran","Bran","Crop Byproduct/Cereal ByProducts/Wheat/Wheat Bran","Triticum aestivum",FALSE
"7787","AOM_001922","water","Water","JO1053","T5 TF WB NSC100","2018","Other Ingredients","Base",NA,NA,NA,NA,NA,NA,NA,NA,NA,"day","individual",NA,NA,NA,NA,"given twice in a day, Unspecified amount",1,"Water","Water",FALSE,FALSE,"","","Water","Water","Water",NA,"Other Ingredients/Water",NA,FALSE
"7788","AOM_006199","teff","Eragrostis tef","JO1053","T5 TF WB NSC100","2018","Crop Product","Base",NA,NA,NA,NA,NA,NA,NA,NA,"ad libitum",NA,NA,"Yes","Yes",NA,NA,"Unspecified amount",2,"Eragrostis tef","Eragrostis tef",FALSE,FALSE,"","","Teff","Teff","Teff",NA,"Crop Byproduct/Cereal ByProducts/Teff",NA,FALSE
